transaction_id,customer_id,transaction_ts,amount,currency,merchant,category,payment_method,status
T0000947,C0182,2025-12-11 05:10:59,10.61,USD,SkyTravel,DINING,ACH,APPROVED
T0000948,C0177,2025-03-11 04:04:03,956.91,USD,HealthPlus,TRAVEL,ACH,PENDING
T0000949,C0020,2024-02-03 18:41:42,194.8,USD,DineTime,GROCERY,CARD,APPROVED
T0000950,C0152,2025-11-14 00:22:26,119.93,USD,StreamFlix,GROCERY,CARD,APPROVED
T0000951,C0194,2024-07-23 06:43:39,2677.69,USD,MetroWater,RENT,ACH,APPROVED
T0000952,C0172,2024-12-22 12:49:23,53.6,USD,CityRentals,HEALTHCARE,WIRE,DECLINED
T0000953,C0042,2024-03-10 03:36:29,119.31,USD,MetroWater,FUEL,ACH,APPROVED
T0000954,C0210,2024-10-15 06:15:14,62.24,USD,PowerGrid,SUBSCRIPTION,ACH,APPROVED
T0000955,C0231,2025-12-25 17:17:01,10.61,USD,SkyTravel,FUEL,ACH,DECLINED
T0000956,C0094,2025-01-23 15:26:26,18.88,USD,SkyTravel,SUBSCRIPTION,ACH,APPROVED
T0000957,C0055,2024-04-22 18:55:21,41.86,USD,SkyTravel,FUEL,WIRE,APPROVED
T0000958,C0035,2024-03-25 11:56:46,915.92,USD,StreamFlix,ONLINE_SHOPPING,MOBILE_WALLET,APPROVED
T0000959,C0127,2025-12-04 16:09:50,1723.47,USD,OnlineHub,RENT,MOBILE_WALLET,APPROVED
T0000960,C0058,2025-05-02 13:22:41,67.02,USD,DineTime,FUEL,ACH,APPROVED
T0000961,C0046,2025-06-19 23:58:37,249.69,USD,OnlineHub,GROCERY,CARD,APPROVED
T0000962,C0174,2024-04-14 06:08:34,1086.12,USD,DineTime,RENT,CASH,APPROVED
T0000963,C0017,2025-02-17 04:28:10,1463.06,USD,FuelGo,HEALTHCARE,ACH,APPROVED
T0000964,C0060,2025-10-21 14:34:19,218.93,USD,StreamFlix,ENTERTAINMENT,MOBILE_WALLET,APPROVED
T0000965,C0092,2024-05-30 16:33:09,801.68,USD,DineTime,ONLINE_SHOPPING,CASH,APPROVED
T0000966,C0028,2024-05-17 01:04:55,1401.66,USD,OnlineHub,RENT,ACH,APPROVED
T0000967,C0026,2025-01-26 22:00:44,208.43,USD,OnlineHub,GROCERY,CARD,PENDING
T0000968,C0174,2024-03-19 18:55:50,237.58,USD,MetroWater,HEALTHCARE,MOBILE_WALLET,APPROVED
T0000969,C0197,2025-05-17 18:22:44,952.31,USD,HealthPlus,ONLINE_SHOPPING,WIRE,APPROVED
T0000970,C0067,2024-02-02 15:40:14,58.11,USD,PowerGrid,FUEL,MOBILE_WALLET,APPROVED
T0000971,C0226,2024-02-06 01:11:46,1720.71,USD,FuelGo,RENT,CASH,APPROVED
T0000972,C0046,2024-05-17 11:22:34,102.32,USD,StreamFlix,FUEL,ACH,APPROVED
T0000973,C0184,2025-11-06 20:09:45,148.8,USD,SkyTravel,ENTERTAINMENT,MOBILE_WALLET,APPROVED
T0000974,C0176,2025-06-02 02:01:45,90.11,USD,OnlineHub,FUEL,MOBILE_WALLET,APPROVED
T0000975,C0101,2024-10-18 11:40:06,101.46,USD,DineTime,DINING,MOBILE_WALLET,APPROVED
T0000976,C0016,2025-08-20 00:58:45,149.66,USD,CityRentals,GROCERY,WIRE,APPROVED
T0000977,C0196,2025-02-25 12:47:21,577.05,USD,DineTime,HEALTHCARE,WIRE,PENDING
T0000978,C0015,2025-12-05 02:23:05,780.46,USD,StreamFlix,TRAVEL,MOBILE_WALLET,APPROVED
T0000979,C0223,2024-02-08 16:46:52,27.32,USD,CityRentals,DINING,CARD,APPROVED
T0000980,C0169,2025-04-25 21:24:28,172.57,USD,DineTime,ENTERTAINMENT,WIRE,APPROVED
T0000981,C0006,2025-05-15 03:38:34,572.83,USD,DineTime,HEALTHCARE,WIRE,APPROVED
T0000982,C0177,2024-11-02 13:13:42,1041.1,USD,PowerGrid,TRAVEL,WIRE,APPROVED
T0000983,C0249,2024-09-28 01:43:50,64.52,USD,SkyTravel,ENTERTAINMENT,MOBILE_WALLET,APPROVED
T0000984,C0077,2024-04-04 21:03:04,35.15,USD,HealthPlus,SUBSCRIPTION,MOBILE_WALLET,APPROVED
T0000985,C0025,2025-05-01 15:33:01,30.26,USD,SkyTravel,SUBSCRIPTION,MOBILE_WALLET,APPROVED
T0000986,C0054,2025-03-19 19:39:32,1195.52,USD,StreamFlix,HEALTHCARE,MOBILE_WALLET,APPROVED
T0000987,C0081,2025-11-18 19:56:10,1272.23,USD,StreamFlix,TRAVEL,MOBILE_WALLET,APPROVED
T0000988,C0047,2024-08-06 17:00:49,158.82,USD,PowerGrid,GROCERY,ACH,APPROVED
T0000989,C0069,2024-03-02 19:00:54,123.25,USD,DineTime,FUEL,MOBILE_WALLET,APPROVED
T0000990,C0052,2024-11-03 15:51:07,699.11,USD,HealthPlus,HEALTHCARE,ACH,APPROVED
T0000991,C0106,2024-09-30 10:27:03,1291.68,USD,SkyTravel,HEALTHCARE,ACH,APPROVED
T0000992,C0166,2024-04-26 05:27:35,117.45,USD,MetroWater,UTILITIES,ACH,APPROVED
T0000993,C0050,2025-03-22 15:21:54,65.17,USD,StreamFlix,GROCERY,CASH,APPROVED
T0000994,C0166,2024-10-11 23:58:53,54.49,USD,StreamFlix,GROCERY,ACH,APPROVED
T0000995,C0141,2024-02-26 03:03:20,264.83,USD,Acme Mart,UTILITIES,CASH,APPROVED
T0000996,C0081,2025-11-18 23:56:10,27.35,USD,SkyTravel,SUBSCRIPTION,CASH,DECLINED
T0000997,C0227,2025-05-27 04:23:32,1752.55,USD,CityRentals,RENT,ACH,APPROVED
T0000998,C0134,2024-04-02 08:40:05,76.23,USD,PowerGrid,SUBSCRIPTION,WIRE,APPROVED
T0000999,C0154,2025-02-03 08:35:24,2655.66,USD,FuelGo,RENT,WIRE,APPROVED
T0001000,C0240,2024-10-08 16:00:02,69.31,USD,SkyTravel,ENTERTAINMENT,ACH,APPROVED
T0001001,C0105,2025-12-17 04:06:46,173.27,USD,Acme Mart,DINING,CASH,APPROVED
T0001002,C0082,2024-05-28 13:12:58,69.33,USD,HealthPlus,FUEL,WIRE,APPROVED
T0001003,C0122,2025-11-09 01:59:26,1233.83,USD,Acme Mart,HEALTHCARE,MOBILE_WALLET,APPROVED
T0001004,C0177,2025-12-18 13:12:40,796.3,USD,DineTime,TRAVEL,WIRE,APPROVED
T0001005,C0232,2025-02-06 09:18:13,2083.79,USD,HealthPlus,RENT,CASH,APPROVED
T0001006,C0078,2024-06-13 15:58:40,3047.17,USD,HealthPlus,RENT,WIRE,APPROVED
T0001007,C0162,2024-03-23 17:54:07,1320.41,USD,DineTime,HEALTHCARE,CARD,APPROVED
T0001008,C0121,2024-04-12 05:50:16,278.32,USD,FuelGo,ENTERTAINMENT,CASH,APPROVED
T0001009,C0179,2025-07-14 11:53:50,103.74,USD,FuelGo,DINING,CASH,APPROVED
T0001010,C0117,2024-05-19 00:06:43,191.68,USD,CityRentals,GROCERY,CASH,APPROVED
T0001011,C0103,2024-06-10 09:05:16,1903.47,USD,FuelGo,TRAVEL,MOBILE_WALLET,APPROVED
T0001012,C0133,2024-05-16 09:29:27,341.84,USD,DineTime,UTILITIES,WIRE,APPROVED
T0001013,C0045,2025-01-11 06:37:20,67.01,USD,StreamFlix,SUBSCRIPTION,ACH,APPROVED
T0001014,C0101,2024-01-24 20:20:07,283.7,USD,MetroWater,ENTERTAINMENT,ACH,APPROVED
T0001015,C0166,2025-12-19 06:08:39,52.0,USD,SkyTravel,SUBSCRIPTION,CASH,APPROVED
T0001016,C0013,2025-01-11 06:11:38,187.31,USD,MetroWater,ENTERTAINMENT,WIRE,APPROVED
T0001017,C0243,2025-04-09 17:59:29,13.8,USD,PowerGrid,SUBSCRIPTION,CASH,APPROVED
T0001018,C0031,2025-05-21 13:54:39,2155.01,USD,HealthPlus,TRAVEL,WIRE,APPROVED
T0001019,C0034,2024-10-16 06:53:40,257.62,USD,MetroWater,ENTERTAINMENT,ACH,PENDING
T0001020,C0108,2024-09-25 08:34:25,175.24,USD,CityRentals,UTILITIES,CARD,APPROVED
T0001021,C0159,2025-04-14 03:07:17,1089.26,USD,FuelGo,ONLINE_SHOPPING,MOBILE_WALLET,APPROVED
T0001022,C0003,2025-12-31 13:57:45,164.18,USD,FuelGo,ONLINE_SHOPPING,CASH,APPROVED
T0001023,C0182,2024-03-01 01:53:50,222.15,USD,StreamFlix,ENTERTAINMENT,CARD,APPROVED
T0001024,C0086,2025-09-04 01:39:25,1439.25,USD,FuelGo,TRAVEL,MOBILE_WALLET,DECLINED
T0001025,C0002,2025-11-18 13:30:14,103.39,USD,DineTime,DINING,WIRE,PENDING
T0001026,C0034,2025-05-19 12:20:56,15.76,USD,CityRentals,FUEL,WIRE,APPROVED
T0001027,C0225,2024-09-23 04:15:14,162.64,USD,FuelGo,ONLINE_SHOPPING,MOBILE_WALLET,APPROVED
T0001028,C0081,2025-03-16 10:18:03,244.74,USD,OnlineHub,GROCERY,WIRE,APPROVED
T0001029,C0232,2024-06-17 11:29:18,124.52,USD,StreamFlix,DINING,MOBILE_WALLET,APPROVED
T0001030,C0189,2025-11-04 23:10:47,917.59,USD,CityRentals,ONLINE_SHOPPING,MOBILE_WALLET,APPROVED
T0001031,C0205,2024-02-06 17:07:16,68.6,USD,CityRentals,ONLINE_SHOPPING,CARD,APPROVED
T0001032,C0067,2025-05-21 01:29:06,288.27,USD,DineTime,UTILITIES,CARD,PENDING
T0001033,C0114,2024-04-25 05:23:25,1483.34,USD,PowerGrid,HEALTHCARE,CASH,APPROVED
T0001034,C0032,2025-06-04 09:55:55,149.43,USD,StreamFlix,HEALTHCARE,ACH,APPROVED
T0001035,C0145,2024-07-03 15:09:40,20.93,USD,Acme Mart,SUBSCRIPTION,MOBILE_WALLET,APPROVED
T0001036,C0236,2024-01-27 10:21:01,1390.78,USD,OnlineHub,RENT,CARD,DECLINED
T0001037,C0175,2024-06-06 01:03:04,1746.01,USD,MetroWater,RENT,CARD,APPROVED
T0001038,C0021,2024-10-02 21:38:03,997.69,USD,OnlineHub,ONLINE_SHOPPING,CASH,APPROVED
T0001039,C0169,2024-11-28 20:43:20,85.71,USD,Acme Mart,GROCERY,MOBILE_WALLET,PENDING
T0001040,C0034,2024-03-13 19:55:16,2596.67,USD,StreamFlix,TRAVEL,WIRE,APPROVED
T0001041,C0244,2025-02-12 03:14:50,33.6,USD,DineTime,SUBSCRIPTION,WIRE,APPROVED
T0001042,C0006,2025-10-31 05:36:42,530.68,USD,DineTime,TRAVEL,WIRE,APPROVED
T0001043,C0031,2025-09-09 04:46:48,100.71,USD,DineTime,DINING,WIRE,DECLINED
T0001044,C0092,2025-02-01 17:20:47,2796.93,USD,PowerGrid,RENT,ACH,APPROVED
T0001045,C0069,2025-09-20 06:47:06,50.03,USD,SkyTravel,SUBSCRIPTION,CASH,APPROVED
T0001046,C0112,2025-11-23 08:09:50,32.42,USD,PowerGrid,ENTERTAINMENT,WIRE,PENDING
T0001047,C0166,2025-04-24 15:55:25,373.65,USD,PowerGrid,UTILITIES,MOBILE_WALLET,APPROVED
T0001048,C0021,2025-06-19 15:34:23,363.97,USD,CityRentals,ONLINE_SHOPPING,WIRE,APPROVED
T0001049,C0076,2025-06-06 15:28:14,8.58,USD,SkyTravel,SUBSCRIPTION,CARD,APPROVED
T0001050,C0106,2025-08-22 02:58:37,1915.18,USD,MetroWater,RENT,WIRE,APPROVED
T0001051,C0197,2025-02-06 01:38:52,12.28,USD,OnlineHub,FUEL,ACH,APPROVED
T0001052,C0022,2025-04-10 16:22:55,263.64,USD,StreamFlix,ENTERTAINMENT,WIRE,APPROVED
T0001053,C0160,2025-09-10 09:26:29,71.56,USD,CityRentals,DINING,ACH,APPROVED
T0001054,C0224,2024-01-14 06:15:09,1841.12,USD,Acme Mart,RENT,CARD,APPROVED
T0001055,C0168,2024-11-06 22:31:07,554.89,USD,DineTime,ONLINE_SHOPPING,MOBILE_WALLET,APPROVED
T0001056,C0209,2024-05-18 00:30:18,32.05,USD,DineTime,SUBSCRIPTION,WIRE,APPROVED
T0001057,C0049,2025-10-26 05:17:05,2758.32,USD,HealthPlus,RENT,CARD,APPROVED
T0001058,C0167,2025-04-19 05:23:40,1335.58,USD,PowerGrid,TRAVEL,ACH,APPROVED
T0001059,C0122,2025-03-31 17:39:36,11.44,USD,CityRentals,ENTERTAINMENT,ACH,APPROVED
T0001060,C0121,2025-08-06 14:15:45,215.65,USD,MetroWater,GROCERY,ACH,APPROVED
T0001061,C0014,2025-08-15 21:41:37,21.73,USD,DineTime,HEALTHCARE,CASH,APPROVED
T0001062,C0188,2025-06-09 21:31:08,149.86,USD,Acme Mart,FUEL,CASH,APPROVED
T0001063,C0186,2025-06-24 00:41:32,75.15,USD,OnlineHub,SUBSCRIPTION,ACH,APPROVED
T0001064,C0109,2025-03-03 17:14:01,28.69,USD,SkyTravel,SUBSCRIPTION,WIRE,DECLINED
T0001065,C0030,2024-01-22 05:52:26,749.12,USD,FuelGo,ONLINE_SHOPPING,CASH,APPROVED
T0001066,C0074,2025-08-24 12:20:53,1434.26,USD,OnlineHub,TRAVEL,ACH,APPROVED
T0001067,C0236,2025-12-29 14:12:46,69.01,USD,OnlineHub,SUBSCRIPTION,ACH,DECLINED
T0001068,C0246,2024-06-14 22:38:26,250.76,USD,FuelGo,ENTERTAINMENT,CASH,APPROVED
T0001069,C0054,2024-07-23 05:41:28,139.69,USD,SkyTravel,DINING,CASH,APPROVED
T0001070,C0156,2024-08-02 20:16:24,125.58,USD,DineTime,ONLINE_SHOPPING,CASH,APPROVED
T0001071,C0013,2024-06-27 18:19:51,92.9,USD,StreamFlix,GROCERY,WIRE,APPROVED
T0001072,C0009,2025-07-29 08:09:32,1610.56,USD,SkyTravel,RENT,MOBILE_WALLET,APPROVED
T0001073,C0125,2025-07-24 09:44:20,198.76,USD,FuelGo,DINING,CARD,APPROVED
T0001074,C0230,2025-12-24 01:50:08,344.3,USD,PowerGrid,UTILITIES,MOBILE_WALLET,APPROVED
T0001075,C0238,2025-09-16 03:42:32,959.79,USD,SkyTravel,ONLINE_SHOPPING,CARD,APPROVED
T0001076,C0211,2024-07-29 13:10:00,15.88,USD,SkyTravel,FUEL,ACH,APPROVED
T0001077,C0041,2024-04-11 05:37:03,143.09,USD,PowerGrid,DINING,CASH,APPROVED
T0001078,C0166,2025-03-25 15:08:13,508.57,USD,CityRentals,HEALTHCARE,CARD,APPROVED
T0001079,C0197,2024-06-24 03:06:11,65.1,USD,OnlineHub,GROCERY,WIRE,APPROVED
T0001080,C0069,2024-09-08 05:31:11,1075.65,USD,DineTime,HEALTHCARE,WIRE,APPROVED
T0001081,C0193,2025-02-27 14:54:08,69.04,USD,HealthPlus,FUEL,ACH,APPROVED
T0001082,C0230,2025-03-29 05:18:02,1142.45,USD,PowerGrid,ONLINE_SHOPPING,WIRE,DECLINED
T0001083,C0198,2024-11-18 14:37:25,180.82,USD,PowerGrid,GROCERY,CARD,APPROVED
T0001084,C0198,2025-10-18 05:29:45,184.95,USD,DineTime,UTILITIES,CARD,APPROVED
T0001085,C0232,2025-11-28 20:09:22,9.34,USD,PowerGrid,SUBSCRIPTION,WIRE,APPROVED
T0001086,C0224,2024-10-13 19:12:58,145.7,USD,FuelGo,DINING,WIRE,APPROVED
T0001087,C0157,2025-10-01 22:30:27,286.11,USD,OnlineHub,UTILITIES,ACH,DECLINED
T0001088,C0167,2024-03-27 01:20:45,838.48,USD,DineTime,ONLINE_SHOPPING,ACH,DECLINED
T0001089,C0138,2024-10-17 07:46:54,591.09,USD,CityRentals,HEALTHCARE,MOBILE_WALLET,PENDING
T0001090,C0024,2024-06-12 00:51:09,87.25,USD,PowerGrid,FUEL,WIRE,APPROVED
T0001091,C0008,2025-06-01 04:01:15,92.95,USD,HealthPlus,FUEL,WIRE,APPROVED
T0001092,C0188,2024-02-18 23:42:02,211.19,USD,StreamFlix,GROCERY,MOBILE_WALLET,APPROVED
T0001093,C0241,2024-08-29 21:10:30,1876.97,USD,MetroWater,RENT,CARD,APPROVED
T0001094,C0145,2025-11-13 20:51:13,128.23,USD,HealthPlus,FUEL,WIRE,APPROVED
T0001095,C0173,2025-06-12 21:12:12,291.45,USD,PowerGrid,UTILITIES,ACH,APPROVED
T0001096,C0050,2024-03-24 03:21:31,686.92,USD,CityRentals,HEALTHCARE,CASH,APPROVED
T0001097,C0016,2025-01-13 19:09:37,267.11,USD,OnlineHub,ENTERTAINMENT,ACH,APPROVED
T0001098,C0104,2025-10-13 15:24:58,46.92,USD,DineTime,SUBSCRIPTION,WIRE,APPROVED
T0001099,C0113,2024-05-10 17:38:59,879.4,USD,DineTime,ONLINE_SHOPPING,ACH,APPROVED
T0001100,C0183,2024-08-05 16:34:54,159.62,USD,PowerGrid,ONLINE_SHOPPING,MOBILE_WALLET,APPROVED
T0001101,C0122,2024-05-01 21:54:12,187.89,USD,PowerGrid,GROCERY,WIRE,DECLINED
T0001102,C0219,2025-06-19 05:34:53,37.55,USD,FuelGo,ENTERTAINMENT,MOBILE_WALLET,APPROVED
T0001103,C0031,2024-01-29 05:12:06,464.34,USD,FuelGo,HEALTHCARE,WIRE,APPROVED
T0001104,C0037,2025-05-15 00:04:33,36.63,USD,StreamFlix,SUBSCRIPTION,WIRE,APPROVED
T0001105,C0032,2024-11-13 20:35:55,58.81,USD,Acme Mart,FUEL,CASH,APPROVED
T0001106,C0116,2024-05-21 18:22:40,1174.21,USD,OnlineHub,HEALTHCARE,MOBILE_WALLET,APPROVED
T0001107,C0163,2024-11-29 03:15:06,915.21,USD,OnlineHub,ONLINE_SHOPPING,ACH,APPROVED
T0001108,C0205,2025-02-08 12:20:33,54.84,USD,DineTime,SUBSCRIPTION,CASH,APPROVED
T0001109,C0139,2024-06-18 00:54:11,239.73,USD,OnlineHub,GROCERY,WIRE,APPROVED
T0001110,C0147,2025-09-25 19:43:39,114.4,USD,SkyTravel,DINING,MOBILE_WALLET,APPROVED
T0001111,C0148,2025-05-29 00:40:46,239.54,USD,PowerGrid,GROCERY,ACH,APPROVED
T0001112,C0031,2024-09-08 21:06:03,35.16,USD,Acme Mart,FUEL,WIRE,APPROVED
T0001113,C0114,2024-02-16 17:53:38,2736.61,USD,MetroWater,RENT,WIRE,APPROVED
T0001114,C0221,2025-06-24 11:33:19,88.29,USD,CityRentals,GROCERY,CASH,APPROVED
T0001115,C0098,2024-05-27 06:39:02,22.75,USD,SkyTravel,DINING,MOBILE_WALLET,APPROVED
T0001116,C0066,2024-11-29 06:36:24,1170.15,USD,DineTime,RENT,ACH,APPROVED
T0001117,C0007,2024-11-27 09:23:27,78.02,USD,SkyTravel,GROCERY,WIRE,APPROVED
T0001118,C0097,2025-05-19 18:31:06,924.51,USD,HealthPlus,RENT,MOBILE_WALLET,APPROVED
T0001119,C0193,2025-04-20 20:08:18,63.91,USD,SkyTravel,FUEL,WIRE,APPROVED
T0001120,C0105,2024-01-20 09:47:59,1962.01,USD,DineTime,RENT,ACH,DECLINED
T0001121,C0142,2024-05-08 11:05:26,55.63,USD,HealthPlus,SUBSCRIPTION,MOBILE_WALLET,APPROVED
T0001122,C0146,2024-05-25 13:35:29,136.56,USD,PowerGrid,ENTERTAINMENT,ACH,APPROVED
T0001123,C0139,2025-07-22 16:26:50,317.17,USD,PowerGrid,UTILITIES,CASH,PENDING
T0001124,C0011,2024-06-20 00:01:11,204.1,USD,MetroWater,GROCERY,WIRE,APPROVED
T0001125,C0016,2025-10-09 07:44:46,331.6,USD,StreamFlix,ONLINE_SHOPPING,CASH,PENDING
T0001126,C0150,2024-11-03 03:15:59,49.38,USD,CityRentals,FUEL,MOBILE_WALLET,APPROVED
T0001127,C0102,2024-08-03 22:13:32,2793.2,USD,PowerGrid,RENT,WIRE,APPROVED
T0001128,C0130,2025-12-25 16:28:58,1327.06,USD,FuelGo,HEALTHCARE,WIRE,PENDING
T0001129,C0070,2025-09-05 11:57:31,2003.72,USD,FuelGo,TRAVEL,WIRE,APPROVED
T0001130,C0005,2024-01-10 06:19:05,265.65,USD,Acme Mart,UTILITIES,MOBILE_WALLET,APPROVED
T0001131,C0106,2025-10-26 23:42:42,135.34,USD,OnlineHub,FUEL,CASH,APPROVED
T0001132,C0020,2025-01-20 21:53:35,14.33,USD,OnlineHub,FUEL,CARD,APPROVED
T0001133,C0092,2024-07-16 16:11:11,57.27,USD,Acme Mart,ENTERTAINMENT,CARD,APPROVED
T0001134,C0003,2025-09-20 22:45:51,2242.28,USD,StreamFlix,TRAVEL,WIRE,APPROVED
T0001135,C0078,2025-05-19 22:03:53,741.06,USD,OnlineHub,TRAVEL,WIRE,APPROVED
T0001136,C0054,2025-08-05 18:12:58,53.04,USD,DineTime,GROCERY,CARD,APPROVED
T0001137,C0127,2024-03-07 21:24:51,229.68,USD,MetroWater,UTILITIES,MOBILE_WALLET,APPROVED
T0001138,C0033,2024-10-07 06:59:06,1105.83,USD,MetroWater,RENT,ACH,DECLINED
T0001139,C0218,2025-07-27 16:31:37,248.03,USD,PowerGrid,GROCERY,MOBILE_WALLET,APPROVED
T0001140,C0001,2025-02-20 09:58:38,194.09,USD,Acme Mart,ENTERTAINMENT,WIRE,APPROVED
T0001141,C0032,2024-08-17 01:42:35,75.32,USD,FuelGo,FUEL,MOBILE_WALLET,APPROVED
T0001142,C0072,2024-12-08 02:58:42,162.06,USD,FuelGo,ENTERTAINMENT,CARD,APPROVED
T0001143,C0226,2024-09-12 07:10:05,65.58,USD,HealthPlus,SUBSCRIPTION,CASH,PENDING
T0001144,C0043,2024-01-25 21:34:24,473.1,USD,SkyTravel,HEALTHCARE,CARD,APPROVED
T0001145,C0205,2024-12-14 01:58:54,1262.36,USD,HealthPlus,HEALTHCARE,CARD,APPROVED
T0001146,C0211,2025-09-26 15:57:58,784.32,USD,HealthPlus,HEALTHCARE,CARD,APPROVED
T0001147,C0196,2024-03-03 01:12:50,2300.84,USD,MetroWater,RENT,CARD,APPROVED
T0001148,C0097,2025-03-28 01:59:41,1336.22,USD,SkyTravel,HEALTHCARE,ACH,APPROVED
T0001149,C0078,2025-07-26 01:54:02,51.96,USD,SkyTravel,SUBSCRIPTION,CARD,APPROVED
T0001150,C0076,2025-09-05 22:43:09,123.5,USD,MetroWater,ENTERTAINMENT,CASH,APPROVED
T0001151,C0003,2024-12-13 23:41:57,463.78,USD,DineTime,ONLINE_SHOPPING,MOBILE_WALLET,APPROVED
T0001152,C0241,2024-04-15 00:26:50,116.25,USD,FuelGo,GROCERY,MOBILE_WALLET,APPROVED
T0001153,C0153,2025-06-05 09:19:51,2222.93,USD,HealthPlus,RENT,MOBILE_WALLET,APPROVED
T0001154,C0091,2024-05-20 01:36:16,147.01,USD,MetroWater,ENTERTAINMENT,CASH,APPROVED
T0001155,C0016,2025-01-01 11:19:48,138.43,USD,DineTime,UTILITIES,MOBILE_WALLET,PENDING
T0001156,C0150,2024-12-17 10:35:50,118.57,USD,CityRentals,FUEL,CASH,APPROVED
T0001157,C0095,2025-07-26 01:59:17,131.83,USD,CityRentals,GROCERY,CARD,APPROVED
T0001158,C0109,2024-12-15 06:53:39,301.16,USD,HealthPlus,HEALTHCARE,ACH,APPROVED
T0001159,C0171,2025-08-15 20:36:39,835.26,USD,OnlineHub,ONLINE_SHOPPING,MOBILE_WALLET,APPROVED
T0001160,C0247,2025-04-10 01:32:10,927.99,USD,DineTime,HEALTHCARE,WIRE,APPROVED
T0001161,C0127,2024-08-06 08:42:08,2763.86,USD,HealthPlus,TRAVEL,ACH,APPROVED
T0001162,C0124,2024-01-07 13:12:35,1212.83,USD,DineTime,HEALTHCARE,ACH,APPROVED
T0001163,C0003,2025-03-26 07:04:40,1658.93,USD,PowerGrid,RENT,CARD,APPROVED
T0001164,C0162,2024-07-22 07:12:09,73.45,USD,FuelGo,SUBSCRIPTION,CARD,PENDING
T0001165,C0073,2025-07-21 08:57:19,103.2,USD,StreamFlix,UTILITIES,ACH,APPROVED
T0001166,C0046,2025-11-24 04:59:48,113.4,USD,StreamFlix,TRAVEL,CARD,APPROVED
T0001167,C0098,2025-01-13 13:33:24,1612.12,USD,HealthPlus,RENT,WIRE,APPROVED
T0001168,C0170,2024-03-07 04:18:51,377.64,USD,MetroWater,UTILITIES,CASH,APPROVED
T0001169,C0037,2025-01-18 11:34:34,322.06,USD,HealthPlus,UTILITIES,MOBILE_WALLET,APPROVED
T0001170,C0154,2025-08-24 06:53:05,293.21,USD,HealthPlus,ENTERTAINMENT,CARD,APPROVED
T0001171,C0219,2025-10-06 10:11:49,51.19,USD,CityRentals,FUEL,WIRE,APPROVED
T0001172,C0224,2024-03-24 17:08:11,343.57,USD,MetroWater,UTILITIES,CASH,APPROVED
T0001173,C0203,2025-10-22 18:32:16,9.87,USD,PowerGrid,SUBSCRIPTION,CASH,APPROVED
T0001174,C0096,2025-06-22 17:35:46,625.08,USD,CityRentals,ONLINE_SHOPPING,WIRE,APPROVED
T0001175,C0184,2025-08-20 23:39:22,571.14,USD,MetroWater,ONLINE_SHOPPING,CASH,APPROVED
T0001176,C0010,2025-02-09 07:57:31,697.6,USD,HealthPlus,TRAVEL,CASH,APPROVED
T0001177,C0079,2025-01-18 09:16:01,267.17,USD,MetroWater,ENTERTAINMENT,ACH,DECLINED
T0001178,C0141,2024-12-26 08:22:49,1122.39,USD,SkyTravel,RENT,WIRE,APPROVED
T0001179,C0150,2025-04-23 15:44:49,118.99,USD,MetroWater,GROCERY,WIRE,APPROVED
T0001180,C0105,2024-07-02 16:04:52,1208.71,USD,FuelGo,HEALTHCARE,WIRE,APPROVED
T0001181,C0060,2025-05-28 18:40:12,130.84,USD,FuelGo,DINING,CARD,APPROVED
T0001182,C0140,2025-01-03 01:23:37,2686.1,USD,HealthPlus,RENT,CARD,APPROVED
T0001183,C0140,2025-11-30 09:59:34,1034.59,USD,FuelGo,TRAVEL,WIRE,APPROVED
T0001184,C0049,2024-11-02 10:15:42,79.85,USD,PowerGrid,SUBSCRIPTION,WIRE,APPROVED
T0001185,C0211,2025-11-02 00:25:58,1176.86,USD,DineTime,HEALTHCARE,CASH,APPROVED
T0001186,C0121,2024-08-02 17:16:25,148.5,USD,CityRentals,FUEL,CASH,APPROVED
T0001187,C0060,2025-04-17 12:24:10,92.18,USD,PowerGrid,FUEL,CASH,APPROVED
T0001188,C0203,2025-12-15 15:12:27,1551.38,USD,HealthPlus,RENT,CASH,APPROVED
T0001189,C0054,2025-08-14 04:40:22,542.72,USD,PowerGrid,ONLINE_SHOPPING,CARD,APPROVED
T0001190,C0079,2025-03-11 14:41:10,127.45,USD,FuelGo,GROCERY,WIRE,APPROVED
T0001191,C0196,2024-02-02 05:03:56,51.95,USD,MetroWater,FUEL,CARD,APPROVED
T0001192,C0040,2025-02-04 13:53:00,856.6,USD,MetroWater,HEALTHCARE,MOBILE_WALLET,APPROVED
T0001193,C0053,2024-12-02 20:44:07,23.79,USD,DineTime,ENTERTAINMENT,ACH,APPROVED
T0001194,C0247,2025-11-22 20:07:50,768.61,USD,StreamFlix,ONLINE_SHOPPING,CARD,APPROVED
T0001195,C0046,2024-07-22 02:31:48,207.49,USD,MetroWater,GROCERY,CASH,APPROVED
T0001196,C0234,2024-03-12 16:33:13,88.73,USD,HealthPlus,ENTERTAINMENT,WIRE,APPROVED
T0001197,C0015,2025-02-24 14:14:22,782.61,USD,CityRentals,HEALTHCARE,WIRE,APPROVED
T0001198,C0041,2025-02-02 07:31:03,1109.93,USD,DineTime,RENT,CASH,APPROVED
T0001199,C0034,2024-11-13 21:23:23,963.78,USD,OnlineHub,TRAVEL,ACH,APPROVED
